Cell,Worm,mRNA,Mean,Probe,Strain,Time,Root_Cell,Cell_Value
V3a,230.0,10.0,15.647058823529413,elt-1,ceh-16(bp323),26,V3,a
V3a,232.0,6.0,15.647058823529413,elt-1,ceh-16(bp323),26,V3,a
V3a,235.0,2.0,15.647058823529413,elt-1,ceh-16(bp323),26,V3,a
V3a,236.0,6.0,15.647058823529413,elt-1,ceh-16(bp323),26,V3,a
V3a,238.0,23.0,15.647058823529413,elt-1,ceh-16(bp323),26,V3,a
V3a,239.0,23.0,15.647058823529413,elt-1,ceh-16(bp323),26,V3,a
V3a,244.0,16.0,15.647058823529413,elt-1,ceh-16(bp323),26,V3,a
V3a,245.0,28.0,15.647058823529413,elt-1,ceh-16(bp323),26,V3,a
V3a,247.0,8.0,15.647058823529413,elt-1,ceh-16(bp323),26,V3,a
V3a,249.0,9.0,15.647058823529413,elt-1,ceh-16(bp323),26,V3,a
V3a,250.0,8.0,15.647058823529413,elt-1,ceh-16(bp323),26,V3,a
V3a,252.0,20.0,15.647058823529413,elt-1,ceh-16(bp323),26,V3,a
V3a,254.0,0.0,15.647058823529413,elt-1,ceh-16(bp323),26,V3,a
V3a,257.0,0.0,15.647058823529413,elt-1,ceh-16(bp323),26,V3,a
V3a,259.0,23.0,15.647058823529413,elt-1,ceh-16(bp323),26,V3,a
V3a,263.0,40.0,15.647058823529413,elt-1,ceh-16(bp323),26,V3,a
V3a,264.0,18.0,15.647058823529413,elt-1,ceh-16(bp323),26,V3,a
V3a,267.0,1.0,15.647058823529413,elt-1,ceh-16(bp323),26,V3,a
V1a,14.0,22.0,14.78125,elt-1,ceh-16(bp323),26,V1,a
V1a,17.0,26.0,14.78125,elt-1,ceh-16(bp323),26,V1,a
V1a,18.0,28.0,14.78125,elt-1,ceh-16(bp323),26,V1,a
V1a,22.0,10.0,14.78125,elt-1,ceh-16(bp323),26,V1,a
V1a,23.0,31.0,14.78125,elt-1,ceh-16(bp323),26,V1,a
V1a,30.0,12.0,14.78125,elt-1,ceh-16(bp323),26,V1,a
V1a,32.0,31.0,14.78125,elt-1,ceh-16(bp323),26,V1,a
V1a,37.0,13.0,14.78125,elt-1,ceh-16(bp323),26,V1,a
V1a,204.0,7.0,14.78125,elt-1,ceh-16(bp323),26,V1,a
V1a,206.0,7.0,14.78125,elt-1,ceh-16(bp323),26,V1,a
V1a,210.0,13.0,14.78125,elt-1,ceh-16(bp323),26,V1,a
V1a,212.0,10.0,14.78125,elt-1,ceh-16(bp323),26,V1,a
V1a,214.0,10.0,14.78125,elt-1,ceh-16(bp323),26,V1,a
V1a,215.0,20.0,14.78125,elt-1,ceh-16(bp323),26,V1,a
V1a,217.0,3.0,14.78125,elt-1,ceh-16(bp323),26,V1,a
V1a,219.0,5.0,14.78125,elt-1,ceh-16(bp323),26,V1,a
V1a,222.0,2.0,14.78125,elt-1,ceh-16(bp323),26,V1,a
V1a,226.0,43.0,14.78125,elt-1,ceh-16(bp323),26,V1,a
V1a,232.0,11.0,14.78125,elt-1,ceh-16(bp323),26,V1,a
V1a,236.0,8.0,14.78125,elt-1,ceh-16(bp323),26,V1,a
V1a,238.0,9.0,14.78125,elt-1,ceh-16(bp323),26,V1,a
V1a,239.0,27.0,14.78125,elt-1,ceh-16(bp323),26,V1,a
V1a,241.0,18.0,14.78125,elt-1,ceh-16(bp323),26,V1,a
V1a,244.0,12.0,14.78125,elt-1,ceh-16(bp323),26,V1,a
V1a,245.0,20.0,14.78125,elt-1,ceh-16(bp323),26,V1,a
V1a,247.0,8.0,14.78125,elt-1,ceh-16(bp323),26,V1,a
V1a,250.0,6.0,14.78125,elt-1,ceh-16(bp323),26,V1,a
V1a,252.0,20.0,14.78125,elt-1,ceh-16(bp323),26,V1,a
V1a,257.0,4.0,14.78125,elt-1,ceh-16(bp323),26,V1,a
V1a,261.0,17.0,14.78125,elt-1,ceh-16(bp323),26,V1,a
V1a,263.0,20.0,14.78125,elt-1,ceh-16(bp323),26,V1,a
V1a,267.0,0.0,14.78125,elt-1,ceh-16(bp323),26,V1,a
V1p,14.0,33.0,23.1875,elt-1,ceh-16(bp323),26,V1,p
V1p,17.0,24.0,23.1875,elt-1,ceh-16(bp323),26,V1,p
V1p,18.0,26.0,23.1875,elt-1,ceh-16(bp323),26,V1,p
V1p,22.0,18.0,23.1875,elt-1,ceh-16(bp323),26,V1,p
V1p,23.0,33.0,23.1875,elt-1,ceh-16(bp323),26,V1,p
V1p,30.0,28.0,23.1875,elt-1,ceh-16(bp323),26,V1,p
V1p,32.0,33.0,23.1875,elt-1,ceh-16(bp323),26,V1,p
V1p,37.0,14.0,23.1875,elt-1,ceh-16(bp323),26,V1,p
V1p,204.0,23.0,23.1875,elt-1,ceh-16(bp323),26,V1,p
V1p,206.0,20.0,23.1875,elt-1,ceh-16(bp323),26,V1,p
V1p,210.0,25.0,23.1875,elt-1,ceh-16(bp323),26,V1,p
V1p,212.0,25.0,23.1875,elt-1,ceh-16(bp323),26,V1,p
V1p,214.0,27.0,23.1875,elt-1,ceh-16(bp323),26,V1,p
V1p,215.0,16.0,23.1875,elt-1,ceh-16(bp323),26,V1,p
V1p,217.0,12.0,23.1875,elt-1,ceh-16(bp323),26,V1,p
V1p,219.0,20.0,23.1875,elt-1,ceh-16(bp323),26,V1,p
V1p,222.0,16.0,23.1875,elt-1,ceh-16(bp323),26,V1,p
V1p,226.0,52.0,23.1875,elt-1,ceh-16(bp323),26,V1,p
V1p,232.0,22.0,23.1875,elt-1,ceh-16(bp323),26,V1,p
V1p,236.0,9.0,23.1875,elt-1,ceh-16(bp323),26,V1,p
V1p,238.0,21.0,23.1875,elt-1,ceh-16(bp323),26,V1,p
V1p,239.0,25.0,23.1875,elt-1,ceh-16(bp323),26,V1,p
V1p,241.0,27.0,23.1875,elt-1,ceh-16(bp323),26,V1,p
V1p,244.0,19.0,23.1875,elt-1,ceh-16(bp323),26,V1,p
V1p,245.0,24.0,23.1875,elt-1,ceh-16(bp323),26,V1,p
V1p,247.0,25.0,23.1875,elt-1,ceh-16(bp323),26,V1,p
V1p,250.0,18.0,23.1875,elt-1,ceh-16(bp323),26,V1,p
V1p,252.0,24.0,23.1875,elt-1,ceh-16(bp323),26,V1,p
V1p,257.0,16.0,23.1875,elt-1,ceh-16(bp323),26,V1,p
V1p,261.0,17.0,23.1875,elt-1,ceh-16(bp323),26,V1,p
V1p,263.0,35.0,23.1875,elt-1,ceh-16(bp323),26,V1,p
V1p,267.0,15.0,23.1875,elt-1,ceh-16(bp323),26,V1,p
V2a,14.0,21.0,13.580645161290322,elt-1,ceh-16(bp323),26,V2,a
V2a,17.0,21.0,13.580645161290322,elt-1,ceh-16(bp323),26,V2,a
V2a,18.0,39.0,13.580645161290322,elt-1,ceh-16(bp323),26,V2,a
V2a,22.0,11.0,13.580645161290322,elt-1,ceh-16(bp323),26,V2,a
V2a,32.0,25.0,13.580645161290322,elt-1,ceh-16(bp323),26,V2,a
V2a,37.0,7.0,13.580645161290322,elt-1,ceh-16(bp323),26,V2,a
V2a,204.0,9.0,13.580645161290322,elt-1,ceh-16(bp323),26,V2,a
V2a,206.0,4.0,13.580645161290322,elt-1,ceh-16(bp323),26,V2,a
V2a,210.0,12.0,13.580645161290322,elt-1,ceh-16(bp323),26,V2,a
V2a,214.0,8.0,13.580645161290322,elt-1,ceh-16(bp323),26,V2,a
V2a,215.0,12.0,13.580645161290322,elt-1,ceh-16(bp323),26,V2,a
V2a,217.0,6.0,13.580645161290322,elt-1,ceh-16(bp323),26,V2,a
V2a,219.0,2.0,13.580645161290322,elt-1,ceh-16(bp323),26,V2,a
V2a,222.0,3.0,13.580645161290322,elt-1,ceh-16(bp323),26,V2,a
V2a,226.0,39.0,13.580645161290322,elt-1,ceh-16(bp323),26,V2,a
V2a,230.0,4.0,13.580645161290322,elt-1,ceh-16(bp323),26,V2,a
V2a,232.0,6.0,13.580645161290322,elt-1,ceh-16(bp323),26,V2,a
V2a,235.0,3.0,13.580645161290322,elt-1,ceh-16(bp323),26,V2,a
V2a,236.0,21.0,13.580645161290322,elt-1,ceh-16(bp323),26,V2,a
V2a,238.0,29.0,13.580645161290322,elt-1,ceh-16(bp323),26,V2,a
V2a,239.0,19.0,13.580645161290322,elt-1,ceh-16(bp323),26,V2,a
V2a,244.0,11.0,13.580645161290322,elt-1,ceh-16(bp323),26,V2,a
V2a,245.0,25.0,13.580645161290322,elt-1,ceh-16(bp323),26,V2,a
V2a,247.0,3.0,13.580645161290322,elt-1,ceh-16(bp323),26,V2,a
V2a,249.0,6.0,13.580645161290322,elt-1,ceh-16(bp323),26,V2,a
V2a,250.0,4.0,13.580645161290322,elt-1,ceh-16(bp323),26,V2,a
V2a,252.0,23.0,13.580645161290322,elt-1,ceh-16(bp323),26,V2,a
V2a,254.0,0.0,13.580645161290322,elt-1,ceh-16(bp323),26,V2,a
V2a,259.0,19.0,13.580645161290322,elt-1,ceh-16(bp323),26,V2,a
V2a,263.0,29.0,13.580645161290322,elt-1,ceh-16(bp323),26,V2,a
V2a,267.0,0.0,13.580645161290322,elt-1,ceh-16(bp323),26,V2,a
V3p,14.0,33.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,17.0,46.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,18.0,36.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,22.0,30.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,30.0,39.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,32.0,26.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,36.0,13.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,204.0,16.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,206.0,22.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,210.0,23.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,214.0,36.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,215.0,27.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,217.0,22.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,219.0,17.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,222.0,16.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,226.0,39.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,230.0,21.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,232.0,14.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,235.0,20.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,236.0,11.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,238.0,52.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,239.0,28.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,244.0,20.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,245.0,35.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,247.0,28.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,249.0,25.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,250.0,28.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,252.0,20.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,254.0,4.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,257.0,14.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,259.0,25.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,261.0,22.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,263.0,48.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,264.0,19.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V3p,267.0,12.0,25.34285714285714,elt-1,ceh-16(bp323),26,V3,p
V2p,14.0,20.0,22.387096774193548,elt-1,ceh-16(bp323),26,V2,p
V2p,17.0,41.0,22.387096774193548,elt-1,ceh-16(bp323),26,V2,p
V2p,18.0,41.0,22.387096774193548,elt-1,ceh-16(bp323),26,V2,p
V2p,22.0,16.0,22.387096774193548,elt-1,ceh-16(bp323),26,V2,p
V2p,32.0,33.0,22.387096774193548,elt-1,ceh-16(bp323),26,V2,p
V2p,37.0,9.0,22.387096774193548,elt-1,ceh-16(bp323),26,V2,p
V2p,204.0,22.0,22.387096774193548,elt-1,ceh-16(bp323),26,V2,p
V2p,206.0,24.0,22.387096774193548,elt-1,ceh-16(bp323),26,V2,p
V2p,210.0,22.0,22.387096774193548,elt-1,ceh-16(bp323),26,V2,p
V2p,214.0,20.0,22.387096774193548,elt-1,ceh-16(bp323),26,V2,p
V2p,215.0,29.0,22.387096774193548,elt-1,ceh-16(bp323),26,V2,p
V2p,217.0,18.0,22.387096774193548,elt-1,ceh-16(bp323),26,V2,p
V2p,219.0,15.0,22.387096774193548,elt-1,ceh-16(bp323),26,V2,p
V2p,222.0,11.0,22.387096774193548,elt-1,ceh-16(bp323),26,V2,p
V2p,226.0,31.0,22.387096774193548,elt-1,ceh-16(bp323),26,V2,p
V2p,230.0,10.0,22.387096774193548,elt-1,ceh-16(bp323),26,V2,p
V2p,232.0,20.0,22.387096774193548,elt-1,ceh-16(bp323),26,V2,p
V2p,235.0,18.0,22.387096774193548,elt-1,ceh-16(bp323),26,V2,p
V2p,236.0,20.0,22.387096774193548,elt-1,ceh-16(bp323),26,V2,p
V2p,238.0,21.0,22.387096774193548,elt-1,ceh-16(bp323),26,V2,p
V2p,239.0,21.0,22.387096774193548,elt-1,ceh-16(bp323),26,V2,p
V2p,244.0,19.0,22.387096774193548,elt-1,ceh-16(bp323),26,V2,p
V2p,245.0,35.0,22.387096774193548,elt-1,ceh-16(bp323),26,V2,p
V2p,247.0,17.0,22.387096774193548,elt-1,ceh-16(bp323),26,V2,p
V2p,249.0,11.0,22.387096774193548,elt-1,ceh-16(bp323),26,V2,p
V2p,250.0,22.0,22.387096774193548,elt-1,ceh-16(bp323),26,V2,p
V2p,252.0,20.0,22.387096774193548,elt-1,ceh-16(bp323),26,V2,p
V2p,254.0,9.0,22.387096774193548,elt-1,ceh-16(bp323),26,V2,p
V2p,259.0,30.0,22.387096774193548,elt-1,ceh-16(bp323),26,V2,p
V2p,263.0,46.0,22.387096774193548,elt-1,ceh-16(bp323),26,V2,p
V2p,267.0,23.0,22.387096774193548,elt-1,ceh-16(bp323),26,V2,p
V5a,24.0,5.0,12.571428571428573,elt-1,ceh-16(bp323),26,V5,a
V5a,32.0,21.0,12.571428571428573,elt-1,ceh-16(bp323),26,V5,a
V5a,36.0,13.0,12.571428571428573,elt-1,ceh-16(bp323),26,V5,a
V5a,204.0,15.0,12.571428571428573,elt-1,ceh-16(bp323),26,V5,a
V5a,206.0,14.0,12.571428571428573,elt-1,ceh-16(bp323),26,V5,a
V5a,224.0,11.0,12.571428571428573,elt-1,ceh-16(bp323),26,V5,a
V5a,232.0,10.0,12.571428571428573,elt-1,ceh-16(bp323),26,V5,a
V5a,233.0,11.0,12.571428571428573,elt-1,ceh-16(bp323),26,V5,a
V5a,235.0,0.0,12.571428571428573,elt-1,ceh-16(bp323),26,V5,a
V5a,239.0,39.0,12.571428571428573,elt-1,ceh-16(bp323),26,V5,a
V5a,247.0,17.0,12.571428571428573,elt-1,ceh-16(bp323),26,V5,a
V5a,250.0,15.0,12.571428571428573,elt-1,ceh-16(bp323),26,V5,a
V5a,263.0,4.0,12.571428571428573,elt-1,ceh-16(bp323),26,V5,a
V5a,267.0,1.0,12.571428571428573,elt-1,ceh-16(bp323),26,V5,a
V5p,24.0,19.0,17.571428571428573,elt-1,ceh-16(bp323),26,V5,p
V5p,32.0,17.0,17.571428571428573,elt-1,ceh-16(bp323),26,V5,p
V5p,36.0,19.0,17.571428571428573,elt-1,ceh-16(bp323),26,V5,p
V5p,204.0,21.0,17.571428571428573,elt-1,ceh-16(bp323),26,V5,p
V5p,206.0,10.0,17.571428571428573,elt-1,ceh-16(bp323),26,V5,p
V5p,224.0,14.0,17.571428571428573,elt-1,ceh-16(bp323),26,V5,p
V5p,232.0,12.0,17.571428571428573,elt-1,ceh-16(bp323),26,V5,p
V5p,233.0,3.0,17.571428571428573,elt-1,ceh-16(bp323),26,V5,p
V5p,235.0,17.0,17.571428571428573,elt-1,ceh-16(bp323),26,V5,p
V5p,239.0,24.0,17.571428571428573,elt-1,ceh-16(bp323),26,V5,p
V5p,247.0,26.0,17.571428571428573,elt-1,ceh-16(bp323),26,V5,p
V5p,250.0,30.0,17.571428571428573,elt-1,ceh-16(bp323),26,V5,p
V5p,263.0,25.0,17.571428571428573,elt-1,ceh-16(bp323),26,V5,p
V5p,267.0,9.0,17.571428571428573,elt-1,ceh-16(bp323),26,V5,p
Tp,1.0,5.0,6.454545454545454,elt-1,egl-18(ga97),26,T,p
Tp,3.0,0.0,6.454545454545454,elt-1,egl-18(ga97),26,T,p
Tp,9.0,2.0,6.454545454545454,elt-1,egl-18(ga97),26,T,p
Tp,14.0,17.0,6.454545454545454,elt-1,egl-18(ga97),26,T,p
Tp,16.0,3.0,6.454545454545454,elt-1,egl-18(ga97),26,T,p
Tp,20.0,17.0,6.454545454545454,elt-1,egl-18(ga97),26,T,p
Tp,31.0,5.0,6.454545454545454,elt-1,egl-18(ga97),26,T,p
Tp,33.0,9.0,6.454545454545454,elt-1,egl-18(ga97),26,T,p
Tp,42.0,1.0,6.454545454545454,elt-1,egl-18(ga97),26,T,p
Tp,43.0,12.0,6.454545454545454,elt-1,egl-18(ga97),26,T,p
Tp,48.0,0.0,6.454545454545454,elt-1,egl-18(ga97),26,T,p
Ta,1.0,7.0,10.363636363636363,elt-1,egl-18(ga97),26,T,a
Ta,3.0,1.0,10.363636363636363,elt-1,egl-18(ga97),26,T,a
Ta,9.0,30.0,10.363636363636363,elt-1,egl-18(ga97),26,T,a
Ta,14.0,23.0,10.363636363636363,elt-1,egl-18(ga97),26,T,a
Ta,16.0,3.0,10.363636363636363,elt-1,egl-18(ga97),26,T,a
Ta,20.0,13.0,10.363636363636363,elt-1,egl-18(ga97),26,T,a
Ta,31.0,5.0,10.363636363636363,elt-1,egl-18(ga97),26,T,a
Ta,33.0,15.0,10.363636363636363,elt-1,egl-18(ga97),26,T,a
Ta,42.0,2.0,10.363636363636363,elt-1,egl-18(ga97),26,T,a
Ta,43.0,9.0,10.363636363636363,elt-1,egl-18(ga97),26,T,a
Ta,48.0,6.0,10.363636363636363,elt-1,egl-18(ga97),26,T,a
V4a,1.0,40.0,27.882352941176467,elt-1,egl-18(ga97),26,V4,a
V4a,5.0,47.0,27.882352941176467,elt-1,egl-18(ga97),26,V4,a
V4a,14.0,36.0,27.882352941176467,elt-1,egl-18(ga97),26,V4,a
V4a,16.0,29.0,27.882352941176467,elt-1,egl-18(ga97),26,V4,a
V4a,21.0,33.0,27.882352941176467,elt-1,egl-18(ga97),26,V4,a
V4a,24.0,36.0,27.882352941176467,elt-1,egl-18(ga97),26,V4,a
V4a,25.0,2.0,27.882352941176467,elt-1,egl-18(ga97),26,V4,a
V4a,28.0,47.0,27.882352941176467,elt-1,egl-18(ga97),26,V4,a
V4a,31.0,28.0,27.882352941176467,elt-1,egl-18(ga97),26,V4,a
V4a,33.0,16.0,27.882352941176467,elt-1,egl-18(ga97),26,V4,a
V4a,40.0,28.0,27.882352941176467,elt-1,egl-18(ga97),26,V4,a
V4a,42.0,10.0,27.882352941176467,elt-1,egl-18(ga97),26,V4,a
V4a,43.0,17.0,27.882352941176467,elt-1,egl-18(ga97),26,V4,a
V4a,44.0,13.0,27.882352941176467,elt-1,egl-18(ga97),26,V4,a
V4a,46.0,38.0,27.882352941176467,elt-1,egl-18(ga97),26,V4,a
V4a,50.0,12.0,27.882352941176467,elt-1,egl-18(ga97),26,V4,a
V4a,51.0,42.0,27.882352941176467,elt-1,egl-18(ga97),26,V4,a
V4p,1.0,35.0,28.588235294117645,elt-1,egl-18(ga97),26,V4,p
V4p,5.0,40.0,28.588235294117645,elt-1,egl-18(ga97),26,V4,p
V4p,14.0,36.0,28.588235294117645,elt-1,egl-18(ga97),26,V4,p
V4p,16.0,23.0,28.588235294117645,elt-1,egl-18(ga97),26,V4,p
V4p,21.0,33.0,28.588235294117645,elt-1,egl-18(ga97),26,V4,p
V4p,24.0,52.0,28.588235294117645,elt-1,egl-18(ga97),26,V4,p
V4p,25.0,0.0,28.588235294117645,elt-1,egl-18(ga97),26,V4,p
V4p,28.0,49.0,28.588235294117645,elt-1,egl-18(ga97),26,V4,p
V4p,31.0,35.0,28.588235294117645,elt-1,egl-18(ga97),26,V4,p
V4p,33.0,8.0,28.588235294117645,elt-1,egl-18(ga97),26,V4,p
V4p,40.0,33.0,28.588235294117645,elt-1,egl-18(ga97),26,V4,p
V4p,42.0,9.0,28.588235294117645,elt-1,egl-18(ga97),26,V4,p
V4p,43.0,27.0,28.588235294117645,elt-1,egl-18(ga97),26,V4,p
V4p,44.0,20.0,28.588235294117645,elt-1,egl-18(ga97),26,V4,p
V4p,46.0,36.0,28.588235294117645,elt-1,egl-18(ga97),26,V4,p
V4p,50.0,5.0,28.588235294117645,elt-1,egl-18(ga97),26,V4,p
V4p,51.0,45.0,28.588235294117645,elt-1,egl-18(ga97),26,V4,p
V6p,1.0,38.0,19.214285714285715,elt-1,egl-18(ga97),26,V6,p
V6p,3.0,27.0,19.214285714285715,elt-1,egl-18(ga97),26,V6,p
V6p,5.0,38.0,19.214285714285715,elt-1,egl-18(ga97),26,V6,p
V6p,9.0,25.0,19.214285714285715,elt-1,egl-18(ga97),26,V6,p
V6p,14.0,35.0,19.214285714285715,elt-1,egl-18(ga97),26,V6,p
V6p,16.0,3.0,19.214285714285715,elt-1,egl-18(ga97),26,V6,p
V6p,20.0,14.0,19.214285714285715,elt-1,egl-18(ga97),26,V6,p
V6p,24.0,36.0,19.214285714285715,elt-1,egl-18(ga97),26,V6,p
V6p,28.0,9.0,19.214285714285715,elt-1,egl-18(ga97),26,V6,p
V6p,31.0,17.0,19.214285714285715,elt-1,egl-18(ga97),26,V6,p
V6p,33.0,12.0,19.214285714285715,elt-1,egl-18(ga97),26,V6,p
V6p,35.0,0.0,19.214285714285715,elt-1,egl-18(ga97),26,V6,p
V6p,50.0,4.0,19.214285714285715,elt-1,egl-18(ga97),26,V6,p
V6p,52.0,11.0,19.214285714285715,elt-1,egl-18(ga97),26,V6,p
V6a,1.0,41.0,24.42857142857143,elt-1,egl-18(ga97),26,V6,a
V6a,3.0,28.0,24.42857142857143,elt-1,egl-18(ga97),26,V6,a
V6a,5.0,35.0,24.42857142857143,elt-1,egl-18(ga97),26,V6,a
V6a,9.0,35.0,24.42857142857143,elt-1,egl-18(ga97),26,V6,a
V6a,14.0,39.0,24.42857142857143,elt-1,egl-18(ga97),26,V6,a
V6a,16.0,5.0,24.42857142857143,elt-1,egl-18(ga97),26,V6,a
V6a,20.0,7.0,24.42857142857143,elt-1,egl-18(ga97),26,V6,a
V6a,24.0,46.0,24.42857142857143,elt-1,egl-18(ga97),26,V6,a
V6a,28.0,37.0,24.42857142857143,elt-1,egl-18(ga97),26,V6,a
V6a,31.0,24.0,24.42857142857143,elt-1,egl-18(ga97),26,V6,a
V6a,33.0,3.0,24.42857142857143,elt-1,egl-18(ga97),26,V6,a
V6a,35.0,1.0,24.42857142857143,elt-1,egl-18(ga97),26,V6,a
V6a,50.0,8.0,24.42857142857143,elt-1,egl-18(ga97),26,V6,a
V6a,52.0,33.0,24.42857142857143,elt-1,egl-18(ga97),26,V6,a
V1a,2.0,60.0,30.882352941176467,elt-1,egl-18(ga97),26,V1,a
V1a,4.0,34.0,30.882352941176467,elt-1,egl-18(ga97),26,V1,a
V1a,5.0,36.0,30.882352941176467,elt-1,egl-18(ga97),26,V1,a
V1a,6.0,42.0,30.882352941176467,elt-1,egl-18(ga97),26,V1,a
V1a,7.0,22.0,30.882352941176467,elt-1,egl-18(ga97),26,V1,a
V1a,8.0,25.0,30.882352941176467,elt-1,egl-18(ga97),26,V1,a
V1a,10.0,36.0,30.882352941176467,elt-1,egl-18(ga97),26,V1,a
V1a,21.0,26.0,30.882352941176467,elt-1,egl-18(ga97),26,V1,a
V1a,24.0,47.0,30.882352941176467,elt-1,egl-18(ga97),26,V1,a
V1a,28.0,41.0,30.882352941176467,elt-1,egl-18(ga97),26,V1,a
V1a,32.0,17.0,30.882352941176467,elt-1,egl-18(ga97),26,V1,a
V1a,42.0,26.0,30.882352941176467,elt-1,egl-18(ga97),26,V1,a
V1a,47.0,9.0,30.882352941176467,elt-1,egl-18(ga97),26,V1,a
V1a,50.0,4.0,30.882352941176467,elt-1,egl-18(ga97),26,V1,a
V1a,51.0,44.0,30.882352941176467,elt-1,egl-18(ga97),26,V1,a
V1a,52.0,22.0,30.882352941176467,elt-1,egl-18(ga97),26,V1,a
V1a,54.0,34.0,30.882352941176467,elt-1,egl-18(ga97),26,V1,a
V1p,2.0,51.0,34.588235294117645,elt-1,egl-18(ga97),26,V1,p
V1p,4.0,49.0,34.588235294117645,elt-1,egl-18(ga97),26,V1,p
V1p,5.0,51.0,34.588235294117645,elt-1,egl-18(ga97),26,V1,p
V1p,6.0,31.0,34.588235294117645,elt-1,egl-18(ga97),26,V1,p
V1p,7.0,21.0,34.588235294117645,elt-1,egl-18(ga97),26,V1,p
V1p,8.0,31.0,34.588235294117645,elt-1,egl-18(ga97),26,V1,p
V1p,10.0,52.0,34.588235294117645,elt-1,egl-18(ga97),26,V1,p
V1p,21.0,39.0,34.588235294117645,elt-1,egl-18(ga97),26,V1,p
V1p,24.0,44.0,34.588235294117645,elt-1,egl-18(ga97),26,V1,p
V1p,28.0,50.0,34.588235294117645,elt-1,egl-18(ga97),26,V1,p
V1p,32.0,19.0,34.588235294117645,elt-1,egl-18(ga97),26,V1,p
V1p,42.0,18.0,34.588235294117645,elt-1,egl-18(ga97),26,V1,p
V1p,47.0,10.0,34.588235294117645,elt-1,egl-18(ga97),26,V1,p
V1p,50.0,4.0,34.588235294117645,elt-1,egl-18(ga97),26,V1,p
V1p,51.0,45.0,34.588235294117645,elt-1,egl-18(ga97),26,V1,p
V1p,52.0,25.0,34.588235294117645,elt-1,egl-18(ga97),26,V1,p
V1p,54.0,48.0,34.588235294117645,elt-1,egl-18(ga97),26,V1,p
V2p,3.0,30.0,30.235294117647058,elt-1,egl-18(ga97),26,V2,p
V2p,5.0,49.0,30.235294117647058,elt-1,egl-18(ga97),26,V2,p
V2p,6.0,47.0,30.235294117647058,elt-1,egl-18(ga97),26,V2,p
V2p,7.0,27.0,30.235294117647058,elt-1,egl-18(ga97),26,V2,p
V2p,8.0,30.0,30.235294117647058,elt-1,egl-18(ga97),26,V2,p
V2p,16.0,27.0,30.235294117647058,elt-1,egl-18(ga97),26,V2,p
V2p,21.0,31.0,30.235294117647058,elt-1,egl-18(ga97),26,V2,p
V2p,22.0,1.0,30.235294117647058,elt-1,egl-18(ga97),26,V2,p
V2p,28.0,47.0,30.235294117647058,elt-1,egl-18(ga97),26,V2,p
V2p,31.0,35.0,30.235294117647058,elt-1,egl-18(ga97),26,V2,p
V2p,32.0,9.0,30.235294117647058,elt-1,egl-18(ga97),26,V2,p
V2p,42.0,17.0,30.235294117647058,elt-1,egl-18(ga97),26,V2,p
V2p,44.0,35.0,30.235294117647058,elt-1,egl-18(ga97),26,V2,p
V2p,47.0,32.0,30.235294117647058,elt-1,egl-18(ga97),26,V2,p
V2p,50.0,18.0,30.235294117647058,elt-1,egl-18(ga97),26,V2,p
